id,label,TYPE,CODE,ICAO,DESC,REGION,RUNWAYS,LONGEST,ELEVATION_FT,CONTINENT,COUNTRY_CODE,CITY,LATITUDE,LONGITUDE
1707,airport,medium_airport,MMO,GVMA,Maio Airport,CV-S,1,3937,36,AF,CV,Vila do Maio,15,-23
1708,airport,medium_airport,RAI,GVNP,Praia International Airport,CV-S,3,6890,230,AF,CV,Praia,15,-23
1709,airport,medium_airport,DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,ET-DD,1,8791,3827,AF,ET,Dire Dawa,10,42
1710,airport,medium_airport,GDE,HAGO,Gode Airport,ET-SO,1,7505,834,AF,ET,Gode,6,44
1712,airport,medium_airport,JIM,HAJM,Jimma Airport,ET-OR,1,6562,5500,AF,ET,Jimma,8,37
1713,airport,medium_airport,CCE,HECP,Capital International Airport,EG-C,2,11000,761,AF,EG,New Cairo,30,32
1716,airport,medium_airport,RMF,HEMA,Marsa Alam International Airport,EG-BA,1,11253,213,AF,EG,Marsa Alam,26,35
1717,airport,medium_airport,SKV,HESC,Saint Catherine International Airport,EG-JS,1,6939,4402,AF,EG,Saint Catherine,29,34
1718,airport,medium_airport,SPX,HESX,Sphinx International Airport,EG-GZ,1,12421,482,AF,EG,Al Jiza,30,31
1719,airport,medium_airport,TCP,HETB,Taba International Airport,EG-JS,3,13123,2425,AF,EG,Taba,30,35
1720,airport,medium_airport,ASA,HHSB,Assab International Airport,ER-DK,1,11531,46,AF,ER,Asab,13,43
1722,airport,large_airport,JUB,HJJJ,Juba International Airport,SS-17,1,10171,1513,AF,SS,Juba,5,32
1723,airport,medium_airport,KTL,HKKT,Kitale Airport,KE-700,1,4757,6070,AF,KE,Kitale,1,35
1724,airport,medium_airport,LOK,HKLO,Lodwar Airport,KE-700,3,3281,1715,AF,KE,Lodwar,3,36
1725,airport,medium_airport,MYD,HKML,Malindi Airport,KE-300,2,4600,80,AF,KE,Malindi,-3,40
1726,airport,medium_airport,MRE,HKMS,Mara Serena Lodge Airstrip,KE-700,1,3450,5200,AF,KE,Masai Mara,-1,35
1727,airport,medium_airport,WIL,HKNW,Nairobi Wilson Airport,KE-110,2,5052,5536,AF,KE,Nairobi,-1,37
1729,airport,medium_airport,BEN,HLLB,Benina International Airport,LY-BA,2,11732,433,AF,LY,Benina,32,20
1732,airport,medium_airport,DOG,HSDN,Dongola Airport,SD-01,1,9843,772,AF,SD,Dongola,19,30
1734,airport,medium_airport,ELF,HSFS,El Fasher Airport,SD-02,2,9744,2393,AF,SD,El Fasher,14,25
1735,airport,medium_airport,PZU,HSPN,Port Sudan New International Airport,SD-26,1,8202,135,AF,SD,Port Sudan,19,37
1736,airport,medium_airport,WUU,HSWW,Wau Airport,SS-14,1,8202,1529,AF,SS,Wau,8,28
1738,airport,medium_airport,MBI,HTGW,Songwe Airport,TZ-14,1,10925,4412,AF,TZ,Mbeya,-9,33
1739,airport,medium_airport,LKY,HTLM,Lake Manyara Airport,TZ-26,1,4003,4150,AF,TZ,Lake Manyara National Park,-3,36
1741,airport,medium_airport,MYW,HTMT,Mtwara Airport,TZ-17,2,7410,371,AF,TZ,Mtwara,-10,40
1742,airport,medium_airport,MWZ,HTMW,Mwanza Airport,TZ-18,1,10212,3763,AF,TZ,Mwanza,-2,33
1744,airport,medium_airport,ULU,HUGU,Gulu Airport,UG-N,1,10314,3510,AF,UG,Gulu,3,32
1764,airport,medium_airport,ULD,FAUL,Prince Mangosuthu Buthelezi Airport,ZA-NL,2,5381,1720,AF,ZA,Ulundi,-28,31
1766,airport,medium_airport,MUH,HEMM,Marsa Matruh International Airport,EG-MT,2,9843,75,AF,EG,Marsa Matruh,31,27
1767,airport,medium_airport,KIS,HKKI,Kisumu Airport,KE-600,1,10823,3734,AF,KE,Kisumu,0,35
1768,airport,medium_airport,JGD,JGD,Jiagedaqi Airport,CN-23,1,7546,1205,AS,CN,Jiagedaqi,50,124
1781,airport,medium_airport,BLD,K61B,Boulder City Municipal Airport,US-NV,3,4800,2201,NA,US,Boulder City,36,-115
1782,airport,medium_airport,MFH,K67L,Mesquite International Airport,US-NV,2,5100,1978,NA,US,Mesquite,37,-114
1792,airport,medium_airport,ABE,KABE,Lehigh Valley International Airport,US-PA,2,7600,393,NA,US,Allentown,41,-75
1793,airport,medium_airport,ABI,KABI,Abilene Regional Airport,US-TX,3,7202,1791,NA,US,Abilene,32,-100
1794,airport,medium_airport,ABQ,KABQ,Albuquerque International Sunport,US-NM,4,13793,5355,NA,US,Albuquerque,35,-107
1795,airport,medium_airport,ABR,KABR,Aberdeen Regional Airport,US-SD,2,6901,1302,NA,US,Aberdeen,45,-98
1796,airport,medium_airport,ABY,KABY,Southwest Georgia Regional Airport,US-GA,2,6601,197,NA,US,Albany,32,-84
1798,airport,medium_airport,ACK,KACK,Nantucket Memorial Airport,US-MA,3,6303,47,NA,US,Nantucket,41,-70
1799,airport,medium_airport,ACT,KACT,Waco Regional Airport,US-TX,2,6596,516,NA,US,Waco,32,-97
1800,airport,medium_airport,ACV,KACV,California Redwood Coast-Humboldt County Airport,US-CA,2,6000,221,NA,US,Arcata/Eureka,41,-124
1801,airport,medium_airport,ACY,KACY,Atlantic City International Airport,US-NJ,2,10000,75,NA,US,Atlantic City,39,-75
1806,airport,large_airport,ADW,KADW,Joint Base Andrews,US-MD,2,9755,280,NA,US,Camp Springs,39,-77
1808,airport,medium_airport,AEX,KAEX,Alexandria International Airport,US-LA,2,9352,89,NA,US,Alexandria,31,-93
1812,airport,medium_airport,AGC,KAGC,Allegheny County Airport,US-PA,3,6501,1252,NA,US,Pittsburgh,40,-80
1814,airport,medium_airport,AGS,KAGS,Augusta Regional At Bush Field,US-GA,2,8001,144,NA,US,Augusta,33,-82
1823,airport,medium_airport,AKC,KAKR,Akron Executive Airport,US-OH,2,6337,1067,NA,US,Akron,41,-81
1824,airport,medium_airport,ALB,KALB,Albany International Airport,US-NY,2,7200,285,NA,US,Albany,43,-74
1825,airport,medium_airport,ALI,KALI,Alice International Airport,US-TX,3,5997,178,NA,US,Alice,28,-98
1826,airport,medium_airport,ALM,KALM,Alamogordo White Sands Regional Airport,US-NM,2,7006,4200,NA,US,Alamogordo,33,-106
1827,airport,medium_airport,ALN,KALN,St Louis Regional Airport,US-IL,2,8101,544,NA,US,Alton/St Louis,39,-90
1828,airport,medium_airport,ALO,KALO,Waterloo Regional Airport,US-IA,3,8400,873,NA,US,Waterloo,43,-92
1829,airport,medium_airport,ALS,KALS,San Luis Valley Regional Airport/Bergman Field,US-CO,2,8519,7539,NA,US,Alamosa,37,-106
1830,airport,medium_airport,ALW,KALW,Walla Walla Regional Airport,US-WA,3,6526,1194,NA,US,Walla Walla,46,-118
1832,airport,medium_airport,AMA,KAMA,Rick Husband Amarillo International Airport,US-TX,2,13502,3607,NA,US,Amarillo,35,-102
1835,airport,medium_airport,ANB,KANB,Anniston Regional Airport,US-AL,1,7000,612,NA,US,Anniston,34,-86
1836,airport,medium_airport,AND,KAND,Anderson Regional Airport,US-SC,2,6002,782,NA,US,Anderson,34,-83
1843,airport,medium_airport,AOO,KAOO,Altoona Blair County Airport,US-PA,2,5466,1503,NA,US,Altoona,40,-78
1844,airport,medium_airport,APA,KAPA,Centennial Airport,US-CO,3,10001,5885,NA,US,Denver,40,-105
1846,airport,medium_airport,APF,KAPF,Naples Municipal Airport,US-FL,3,5290,8,NA,US,Naples,26,-82
1847,airport,medium_airport,APG,KAPG,Phillips Army Air Field,US-MD,3,7997,57,NA,US,Aberdeen,39,-76
1849,airport,medium_airport,APN,KAPN,Alpena County Regional Airport,US-MI,2,9001,690,NA,US,Alpena,45,-84
1853,airport,medium_airport,ARA,KARA,Acadiana Regional Airport,US-LA,2,8002,24,NA,US,New Iberia,30,-92
1857,airport,medium_airport,ART,KART,Watertown International Airport,US-NY,2,5000,325,NA,US,Watertown,44,-76
1859,airport,medium_airport,ASE,KASE,Aspen-Pitkin County Airport (Sardy Field),US-CO,1,8006,7820,NA,US,Aspen,39,-107
1864,airport,medium_airport,AST,KAST,Astoria Regional Airport,US-OR,2,5796,15,NA,US,Astoria,46,-124
1867,airport,large_airport,ATL,KATL,Hartsfield Jackson Atlanta International Airport,US-GA,5,11890,1026,NA,US,Atlanta,34,-84
1870,airport,medium_airport,AHN,KAHN,Athens Ben Epps Airport,US-GA,2,5522,808,NA,US,Athens,34,-83
1875,airport,medium_airport,ATY,KATY,Watertown Regional Airport,US-SD,2,6900,1749,NA,US,Watertown,45,-97
1876,airport,medium_airport,AUG,KAUG,Augusta State Airport,US-ME,2,5001,352,NA,US,Augusta,44,-70
1880,airport,large_airport,AUS,KAUS,Austin Bergstrom International Airport,US-TX,2,12248,542,NA,US,Austin,30,-98
1881,airport,medium_airport,AUW,KAUW,Wausau Downtown Airport,US-WI,3,8000,1201,NA,US,Wausau,45,-90
1882,airport,medium_airport,AVL,KAVL,Asheville Regional Airport,US-NC,1,8001,2165,NA,US,Asheville,35,-83
1884,airport,medium_airport,AVP,KAVP,Wilkes Barre Scranton International Airport,US-PA,2,7501,962,NA,US,Wilkes-Barre/Scranton,41,-76
1889,airport,medium_airport,AXN,KAXN,Chandler Field,US-MN,2,5100,1425,NA,US,Alexandria,46,-95
1895,airport,medium_airport,AZO,KAZO,Kalamazoo Battle Creek International Airport,US-MI,3,6500,874,NA,US,Kalamazoo,42,-86
1896,airport,medium_airport,BAB,KBAB,Beale Air Force Base,US-CA,1,12000,113,NA,US,Marysville,39,-121
1897,airport,medium_airport,BAD,KBAD,Barksdale Air Force Base,US-LA,1,11756,166,NA,US,Bossier City,33,-94
1898,airport,medium_airport,BAF,KBAF,Westfield-Barnes Regional Airport,US-MA,2,9000,271,NA,US,Westfield,42,-73
1901,airport,medium_airport,BBD,KBBD,Curtis Field,US-TX,2,4604,1827,NA,US,Brady,31,-99
1906,airport,medium_airport,BCE,KBCE,Bryce Canyon Airport,US-UT,1,7395,7590,NA,US,Bryce Canyon,38,-112
1908,airport,medium_airport,BDE,KBDE,Baudette International Airport,US-MN,2,6000,1086,NA,US,Baudette,49,-95
1910,airport,medium_airport,BDL,KBDL,Bradley International Airport,US-CT,3,9510,173,NA,US,Hartford,42,-73
1911,airport,medium_airport,BDR,KBDR,Igor I Sikorsky Memorial Airport,US-CT,3,4761,9,NA,US,Bridgeport,41,-73
1914,airport,medium_airport,BED,KBED,Laurence G Hanscom Field,US-MA,2,7001,133,NA,US,Bedford,42,-71
1916,airport,medium_airport,BFD,KBFD,Bradford Regional Airport,US-PA,2,6309,2143,NA,US,Bradford,42,-79
1917,airport,medium_airport,BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,US-NE,2,8279,3967,NA,US,Scottsbluff,42,-104
1918,airport,medium_airport,BFI,KBFI,Boeing Field King County International Airport,US-WA,2,10007,21,NA,US,Seattle,48,-122
1919,airport,medium_airport,BFL,KBFL,Meadows Field,US-CA,2,10857,510,NA,US,Bakersfield,35,-119
1920,airport,medium_airport,BFM,KBFM,Mobile Downtown Airport,US-AL,2,9618,26,NA,US,Mobile,31,-88
1924,airport,medium_airport,BGM,KBGM,Greater Binghamton/Edwin A Link field,US-NY,2,7100,1636,NA,US,Binghamton,42,-76
1925,airport,medium_airport,BGR,KBGR,Bangor International Airport,US-ME,1,11440,192,NA,US,Bangor,45,-69
1926,airport,medium_airport,BHB,KBHB,Hancock County-Bar Harbor Airport,US-ME,3,5200,83,NA,US,Bar Harbor,44,-68
1927,airport,medium_airport,BHM,KBHM,Birmingham-Shuttlesworth International Airport,US-AL,2,10000,650,NA,US,Birmingham,34,-87
1930,airport,medium_airport,BIF,KBIF,Biggs Army Air Field (Fort Bliss),US-TX,1,13554,3946,NA,US,Fort Bliss/El Paso,32,-106
1931,airport,medium_airport,BIH,KBIH,Eastern Sierra Regional Airport,US-CA,3,7498,4124,NA,US,Bishop,37,-118
1932,airport,medium_airport,BIL,KBIL,Billings Logan International Airport,US-MT,3,10518,3652,NA,US,Billings,46,-109
1933,airport,medium_airport,BIX,KBIX,Keesler Air Force Base,US-MS,1,7630,33,NA,US,Biloxi,30,-89
1934,airport,medium_airport,BJC,KBJC,Rocky Mountain Metropolitan Airport,US-CO,3,9000,5673,NA,US,Denver,40,-105
1935,airport,medium_airport,BJI,KBJI,Bemidji Regional Airport,US-MN,2,6598,1391,NA,US,Bemidji,48,-95
1937,airport,medium_airport,BKE,KBKE,Baker City Municipal Airport,US-OR,3,5095,3373,NA,US,Baker City,45,-118
1938,airport,medium_airport,BFK,KBKF,Buckley Space Force Base,US-CO,1,11000,5662,NA,US,Aurora,40,-105
1939,airport,medium_airport,BKL,KBKL,Burke Lakefront Airport,US-OH,2,6198,583,NA,US,Cleveland,42,-82
1941,airport,medium_airport,BKW,KBKW,Raleigh County Memorial Airport,US-WV,2,6750,2504,NA,US,Beckley,38,-81
1943,airport,medium_airport,BLF,KBLF,Mercer County Airport,US-WV,1,4742,2857,NA,US,Bluefield,37,-81
1944,airport,medium_airport,BLH,KBLH,Blythe Airport,US-CA,2,6543,399,NA,US,Blythe,34,-115
1945,airport,medium_airport,BLI,KBLI,Bellingham International Airport,US-WA,1,6701,170,NA,US,Bellingham,49,-123
1948,airport,medium_airport,BLV,KBLV,Scott AFB/Midamerica Airport,US-IL,2,10000,459,NA,US,Belleville,39,-90
1950,airport,medium_airport,BMG,KBMG,Monroe County Airport,US-IN,2,6500,846,NA,US,Bloomington,39,-87
1951,airport,medium_airport,BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,US-IL,3,8000,871,NA,US,Bloomington/Normal,40,-89
1954,airport,large_airport,BNA,KBNA,Nashville International Airport,US-TN,4,11030,599,NA,US,Nashville,36,-87
1957,airport,medium_airport,BNO,KBNO,Burns Municipal Airport,US-OR,2,5100,4148,NA,US,Burns,44,-119
1959,airport,medium_airport,BOI,KBOI,Boise Air Terminal/Gowen Field,US-ID,3,10000,2871,NA,US,Boise,44,-116
1960,airport,large_airport,BOS,KBOS,Logan International Airport,US-MA,6,10083,20,NA,US,Boston,42,-71
1962,airport,medium_airport,BPI,KBPI,Miley Memorial Field,US-WY,2,6803,6990,NA,US,Big Piney,43,-110
1963,airport,medium_airport,WMH,KBPK,Ozark Regional Airport,US-AR,1,5001,928,NA,US,Mountain Home,36,-92
1964,airport,medium_airport,BPT,KBPT,Jack Brooks Regional Airport,US-TX,2,6750,15,NA,US,Beaumont/Port Arthur,30,-94
1965,airport,medium_airport,BQK,KBQK,Brunswick Golden Isles Airport,US-GA,1,8001,26,NA,US,Brunswick,31,-81
1966,airport,medium_airport,BRD,KBRD,Brainerd Lakes Regional Airport,US-MN,4,6500,1232,NA,US,Brainerd,46,-94
1967,airport,medium_airport,BRL,KBRL,Southeast Iowa Regional Airport,US-IA,2,6702,698,NA,US,Burlington,41,-91
1968,airport,medium_airport,BRO,KBRO,Brownsville South Padre Island International Airport,US-TX,3,7400,22,NA,US,Brownsville,26,-97
1971,airport,medium_airport,BTL,KBTL,Battle Creek Executive Airport at Kellogg Field,US-MI,3,10003,952,NA,US,Battle Creek,42,-85
1972,airport,medium_airport,BTM,KBTM,Bert Mooney Airport,US-MT,3,9001,5550,NA,US,Butte,46,-112
1975,airport,medium_airport,BTR,KBTR,Baton Rouge Metropolitan Airport,US-LA,3,7004,70,NA,US,Baton Rouge,31,-91
1976,airport,medium_airport,BTV,KBTV,Burlington International Airport,US-VT,2,8320,335,NA,US,South Burlington,44,-73
1979,airport,large_airport,BUF,KBUF,Buffalo Niagara International Airport,US-NY,2,8102,728,NA,US,Buffalo,43,-79
1981,airport,medium_airport,BUR,KBUR,Bob Hope Airport,US-CA,2,6886,778,NA,US,Burbank,34,-118
1982,airport,medium_airport,BFP,KBVI,Beaver County Airport,US-PA,1,4501,1253,NA,US,Beaver Falls,41,-80
1985,airport,medium_airport,BVY,KBVY,Beverly Regional Airport,US-MA,2,5001,107,NA,US,Beverly / Danvers,43,-71
1988,airport,medium_airport,BWG,KBWG,Bowling Green Warren County Regional Airport,US-KY,2,6500,547,NA,US,Bowling Green,37,-86
1989,airport,large_airport,BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,US-MD,4,10502,146,NA,US,Baltimore,39,-77
1994,airport,medium_airport,CLU,KBAK,Columbus Municipal Airport,US-IN,2,6400,656,NA,US,Columbus,39,-86
1996,airport,medium_airport,BYH,KBYH,Arkansas International Airport,US-AR,1,11602,254,NA,US,Blytheville,36,-90
1997,airport,medium_airport,BYI,KBYI,Burley Municipal Airport,US-ID,2,4094,4150,NA,US,Burley,43,-114
1998,airport,medium_airport,BYS,KBYS,Bicycle Lake Army Air Field,US-CA,2,9500,2350,NA,US,Fort Irwin/Barstow,35,-117
2000,airport,medium_airport,BZN,KBZN,Gallatin Field,US-MT,3,9003,4473,NA,US,Bozeman,46,-111
2005,airport,medium_airport,CAE,KCAE,Columbia Metropolitan Airport,US-SC,2,8601,236,NA,US,Columbia,34,-81
2007,airport,medium_airport,CAK,KCAK,Akron Canton Regional Airport,US-OH,3,7601,1228,NA,US,Akron,41,-81
2009,airport,medium_airport,CAR,KCAR,Caribou Municipal Airport,US-ME,2,4003,626,NA,US,Caribou,47,-68
2013,airport,medium_airport,CBM,KCBM,Columbus Air Force Base,US-MS,3,12000,219,NA,US,Columbus,34,-88
2016,airport,medium_airport,CCY,KCCY,Northeast Iowa Regional Airport,US-IA,3,4001,1125,NA,US,Charles City,43,-93
2020,airport,medium_airport,CDR,KCDR,Chadron Municipal Airport,US-NE,2,6001,3297,NA,US,Chadron,43,-103
2021,airport,medium_airport,CDS,KCDS,Childress Municipal Airport,US-TX,3,5949,1954,NA,US,Childress,34,-100
2024,airport,medium_airport,CEC,KCEC,Jack Mc Namara Field Airport,US-CA,2,5002,61,NA,US,Crescent City,42,-124
2025,airport,medium_airport,CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,US-MA,2,11597,241,NA,US,Chicopee,42,-73
2028,airport,medium_airport,CEW,KCEW,Bob Sikes Airport,US-FL,1,8005,213,NA,US,Crestview,31,-87
2036,airport,medium_airport,CGI,KCGI,Cape Girardeau Regional Airport,US-MO,2,6499,342,NA,US,Cape Girardeau,37,-90
2039,airport,medium_airport,CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),US-TN,2,7400,683,NA,US,Chattanooga,35,-85
2041,airport,medium_airport,CHO,KCHO,Charlottesville Albemarle Airport,US-VA,1,6001,639,NA,US,Charlottesville,38,-78
2042,airport,medium_airport,CHS,KCHS,Charleston International Airport,US-SC,2,9001,46,NA,US,Charleston,33,-80
2044,airport,medium_airport,CID,KCID,The Eastern Iowa Airport,US-IA,2,8601,869,NA,US,Cedar Rapids,42,-92
2047,airport,medium_airport,CIU,KCIU,Chippewa County International Airport,US-MI,2,7201,800,NA,US,Sault Ste Marie,46,-84
2053,airport,large_airport,CLE,KCLE,Cleveland Hopkins International Airport,US-OH,4,9953,791,NA,US,Cleveland,41,-82
2056,airport,medium_airport,CLL,KCLL,Easterwood Field,US-TX,3,7000,320,NA,US,College Station,31,-96
2057,airport,medium_airport,CLM,KCLM,William R Fairchild International Airport,US-WA,2,6347,291,NA,US,Port Angeles,48,-124
2060,airport,large_airport,CLT,KCLT,Charlotte Douglas International Airport,US-NC,4,10000,748,NA,US,Charlotte,35,-81
2062,airport,large_airport,CMH,KCMH,John Glenn Columbus International Airport,US-OH,2,10125,815,NA,US,Columbus,40,-83
2063,airport,medium_airport,CMI,KCMI,University of Illinois Willard Airport,US-IL,4,8100,755,NA,US,Savoy,40,-88
2066,airport,medium_airport,CNM,KCNM,Cavern City Air Terminal,US-NM,4,7854,3295,NA,US,Carlsbad,32,-104
2068,airport,medium_airport,CNU,KCNU,Chanute Martin Johnson Airport,US-KS,2,4255,1002,NA,US,Chanute,38,-95
2071,airport,medium_airport,COD,KCOD,Yellowstone Regional Airport,US-WY,1,8268,5102,NA,US,Cody,45,-109
2072,airport,medium_airport,COE,KCOE,Coeur D'Alene - Pappy Boyington Field,US-ID,2,7400,2320,NA,US,Coeur d'Alene,48,-117
2073,airport,medium_airport,COF,KCOF,Patrick Space Force Base,US-FL,2,9023,8,NA,US,Cocoa Beach,28,-81
2076,airport,medium_airport,CON,KCON,Concord Municipal Airport,US-NH,3,6005,342,NA,US,Concord,43,-72
2077,airport,medium_airport,COS,KCOS,City of Colorado Springs Municipal Airport,US-CO,3,13501,6187,NA,US,Colorado Springs,39,-105
2079,airport,medium_airport,COU,KCOU,Columbia Regional Airport,US-MO,2,6501,889,NA,US,Columbia,39,-92
2081,airport,medium_airport,CPR,KCPR,Casper-Natrona County International Airport,US-WY,4,10164,5350,NA,US,Casper,43,-106
2084,airport,medium_airport,CRE,KCRE,Grand Strand Airport,US-SC,1,5996,32,NA,US,North Myrtle Beach,34,-79
2085,airport,medium_airport,CRG,KCRG,Jacksonville Executive at Craig Airport,US-FL,2,4004,41,NA,US,Jacksonville,30,-82
2086,airport,medium_airport,CRP,KCRP,Corpus Christi International Airport,US-TX,2,7508,44,NA,US,Corpus Christi,28,-98
2087,airport,medium_airport,CLD,KCRQ,McClellan-Palomar Airport,US-CA,1,4897,331,NA,US,Carlsbad,33,-117
2089,airport,medium_airport,CRW,KCRW,Yeager Airport,US-WV,2,6715,981,NA,US,Charleston,38,-82
2091,airport,medium_airport,CSG,KCSG,Columbus Metropolitan Airport,US-GA,2,6997,397,NA,US,Columbus,33,-85
2094,airport,medium_airport,CSV,KCSV,Crossville Memorial Whitson Field,US-TN,1,5418,1881,NA,US,Crossville,36,-85
2095,airport,medium_airport,CTB,KCTB,Cut Bank International Airport,US-MT,2,5300,3854,NA,US,Cut Bank,49,-112
2098,airport,medium_airport,CUB,KCUB,Jim Hamilton L.B. Owens Airport,US-SC,1,5002,193,NA,US,Columbia,34,-81
2100,airport,large_airport,CVG,KCVG,Cincinnati Northern Kentucky International Airport,US-KY,4,12000,896,NA,US,Cincinnati / Covington,39,-85
2103,airport,medium_airport,CVO,KCVO,Corvallis Municipal Airport,US-OR,2,5900,250,NA,US,Corvallis,44,-123
2104,airport,medium_airport,CVS,KCVS,Cannon Air Force Base,US-NM,2,10000,4295,NA,US,Clovis,34,-103
2105,airport,medium_airport,CWA,KCWA,Central Wisconsin Airport,US-WI,2,7645,1277,NA,US,Mosinee,45,-90
2108,airport,medium_airport,CXO,KCXO,Conroe-North Houston Regional Airport,US-TX,2,6000,245,NA,US,Houston,30,-95
2111,airport,medium_airport,CYS,KCYS,Cheyenne Regional Jerry Olson Field,US-WY,2,9267,6159,NA,US,Cheyenne,41,-105
2113,airport,medium_airport,DAA,KDAA,Davison Army Air Field,US-VA,1,5618,73,NA,US,Fort Belvoir,39,-77
2114,airport,medium_airport,DAB,KDAB,Daytona Beach International Airport,US-FL,3,10500,34,NA,US,Daytona Beach,29,-81
2115,airport,medium_airport,DAG,KDAG,Barstow Daggett Airport,US-CA,2,6400,1930,NA,US,Daggett,35,-117
2116,airport,medium_airport,DAL,KDAL,Dallas Love Field,US-TX,3,8800,487,NA,US,Dallas,33,-97
2117,airport,medium_airport,DAN,KDAN,Danville Regional Airport,US-VA,2,6500,571,NA,US,Danville,37,-79
2118,airport,medium_airport,DAY,KDAY,James M Cox Dayton International Airport,US-OH,3,10900,1009,NA,US,Dayton,40,-84
2122,airport,medium_airport,DBQ,KDBQ,Dubuque Regional Airport,US-IA,2,6502,1077,NA,US,Dubuque,42,-91
2123,airport,large_airport,DCA,KDCA,Ronald Reagan Washington National Airport,US-DC,3,7169,15,NA,US,Washington,39,-77
2125,airport,medium_airport,DDC,KDDC,Dodge City Regional Airport,US-KS,2,6899,2594,NA,US,Dodge City,38,-100
2126,airport,medium_airport,DEC,KDEC,Decatur Airport,US-IL,3,8496,682,NA,US,Decatur,40,-89
2128,airport,large_airport,DEN,KDEN,Denver International Airport,US-CO,6,16000,5431,NA,US,Denver,40,-105
2129,airport,medium_airport,DET,KDET,Coleman A. Young Municipal Airport,US-MI,2,5090,626,NA,US,Detroit,42,-83
2131,airport,large_airport,DFW,KDFW,Dallas Fort Worth International Airport,US-TX,7,13401,607,NA,US,Dallas-Fort Worth,33,-97
2134,airport,medium_airport,DHN,KDHN,Dothan Regional Airport,US-AL,2,8498,401,NA,US,Dothan,31,-85
2135,airport,medium_airport,DHT,KDHT,Dalhart Municipal Airport,US-TX,2,6400,3991,NA,US,Dalhart,36,-103
2136,airport,medium_airport,DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,US-ND,2,6400,2592,NA,US,Dickinson,47,-103
2139,airport,medium_airport,DLF,KDLF,Laughlin Air Force Base,US-TX,3,8857,1082,NA,US,Del Rio,29,-101
2140,airport,medium_airport,DLH,KDLH,Duluth International Airport,US-MN,2,10152,1428,NA,US,Duluth,47,-92
2142,airport,medium_airport,DLS,KDLS,Columbia Gorge Regional Airport,US-OR,2,5097,247,NA,US,Dallesport / The Dalles,46,-121
2143,airport,medium_airport,DMA,KDMA,Davis Monthan Air Force Base,US-AZ,1,13643,2704,NA,US,Tucson,32,-111
2144,airport,medium_airport,DMN,KDMN,Deming Municipal Airport,US-NM,2,6627,4314,NA,US,Deming,32,-108
2146,airport,medium_airport,DNL,KDNL,Daniel Field,US-GA,2,4002,423,NA,US,Augusta,33,-82
2150,airport,medium_airport,DOV,KDOV,Dover Air Force Base,US-DE,2,12903,24,NA,US,Dover,39,-75
2151,airport,medium_airport,DPA,KDPA,Dupage Airport,US-IL,4,7570,759,NA,US,Chicago/West Chicago,42,-88
2154,airport,medium_airport,DRA,KDRA,Desert Rock Airport,US-NV,1,7515,3314,NA,US,Mercury,37,-116
2155,airport,medium_airport,DRI,KDRI,Beauregard Regional Airport,US-LA,4,5495,202,NA,US,DeRidder,31,-93
2157,airport,medium_airport,DRT,KDRT,Del Rio International Airport,US-TX,1,6300,1002,NA,US,Del Rio,29,-101
2158,airport,medium_airport,DSM,KDSM,Des Moines International Airport,US-IA,2,9003,958,NA,US,Des Moines,42,-94
2163,airport,large_airport,DTW,KDTW,Detroit Metropolitan Wayne County Airport,US-MI,6,12003,645,NA,US,Detroit,42,-83
2166,airport,medium_airport,DUG,KDUG,Bisbee Douglas International Airport,US-AZ,4,7503,4154,NA,US,Douglas Bisbee,31,-110
2167,airport,medium_airport,DUJ,KDUJ,DuBois Regional Airport,US-PA,1,5504,1817,NA,US,Dubois,41,-79
2176,airport,medium_airport,DYS,KDYS,Dyess Air Force Base,US-TX,3,13500,1789,NA,US,Abilene,32,-100
2184,airport,medium_airport,EAR,KEAR,Kearney Regional Airport,US-NE,2,7094,2131,NA,US,Kearney,41,-99
2185,airport,medium_airport,EAT,KEAT,Pangborn Memorial Airport,US-WA,2,7000,1249,NA,US,Wenatchee,47,-120
2186,airport,medium_airport,EAU,KEAU,Chippewa Valley Regional Airport,US-WI,2,8101,913,NA,US,Eau Claire,45,-91
2189,airport,medium_airport,ECG,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,US-NC,2,7219,11,NA,US,Elizabeth City,36,-76
2193,airport,medium_airport,EDW,KEDW,Edwards Air Force Base,US-CA,3,15024,2312,NA,US,Edwards,35,-118
2194,airport,medium_airport,EED,KEED,Needles Airport,US-CA,2,5005,983,NA,US,Needles,35,-115
2195,airport,medium_airport,EEN,KEEN,Dillant Hopkins Airport,US-NH,2,6201,488,NA,US,Keene,43,-72
2196,airport,medium_airport,EFD,KEFD,Ellington Airport,US-TX,3,9001,32,NA,US,Houston,30,-95
2198,airport,medium_airport,EGE,KEGE,Eagle County Regional Airport,US-CO,2,9000,6548,NA,US,Eagle,40,-107
2199,airport,medium_airport,EGI,KEGI,Duke Field,US-FL,2,8000,191,NA,US,Crestview,31,-87
2202,airport,medium_airport,EKA,KEKA,Murray Field,US-CA,2,3000,7,NA,US,Eureka,41,-124
